num__Writing_Speed_wpm,num__Age,num__Feature_1,num__Feature_2,num__Feature_3,num__Feature_4,num__Feature_5,num__Feature_6,num__Feature_7,num__Feature_8,num__Feature_9,num__Feature_10,num__Feature_11,num__Feature_12,num__Feature_13,num__Feature_14,num__Feature_15,cat__Gender_Female,cat__Gender_Male,cat__Gender_Other
1.6999982055868794,0.49881845032190153,-1.2458828703427465,-0.7090517940602429,-0.7578516047956654,0.3845875393376486,1.7310935798850131,1.6854323717910737,0.8589619668822078,1.496029169359424,-1.5928635950617338,-0.7932861097150425,1.135773000927817,-0.6326073989108744,-1.072435636160685,-0.8919729832420534,-0.4211632595955841,0.0,1.0,0.0
-0.1964141353068505,-0.2196525511819976,1.040399337616411,0.1962648112930398,-0.16519649687314128,0.995579107875104,0.22345230942562586,1.367472432654373,-1.320923906601519,-0.06379114232463608,-1.6510030561866156,-0.24055390434162655,1.401397837639495,-0.9667040221872114,0.4899432263141133,0.24615861924835636,0.5573576926246023,0.0,1.0,0.0
-1.6864524031519241,-0.37931277373841965,-0.1792437268013699,-0.17848967071618013,1.1369323410366878,0.3309722200077767,-0.0645081977878523,1.5310187178655597,1.566699196315543,-0.05848886791106542,-0.7663407939352137,1.2797892807527476,0.21556070511287548,-1.018802559260704,0.09860791834161514,-0.6053805068174605,-0.43018714260292706,0.0,0.0,1.0
-1.550994378802372,-1.0179536639641078,1.1442468123450926,-0.7461407253257806,0.8129331277219513,1.0119726227920876,1.5776241711905206,1.1498329376063494,-0.9657016770191975,-0.5336501731603968,-0.11593423644630582,1.2596136185235378,-0.7165937594366654,-0.5270559045891792,0.2830305821488686,1.0582054188407173,-1.263869497491007,0.0,1.0,0.0
-1.618723390977148,1.4567797856604336,1.4754186888865761,1.2582369990217777,1.4741776907343016,0.9233405538341859,0.07327516602212199,1.0338632892245148,-1.0722919589733748,-1.3781166298525953,-0.6895786910129414,-0.7300220575375269,-0.4852310133232755,-1.0010377148008935,0.7398194206365217,-1.57681982202991,-1.666780385283708,0.0,0.0,1.0
0.6163340107904623,1.0576292292693785,0.46690444825343747,-1.2163545423624786,0.06796436837938573,-1.0267774725756513,-0.30767939604317224,0.8321471712082333,1.6916621042669604,-0.8432552370692461,-1.009599659481417,-1.2503281324862014,0.02675786789585475,0.0767024691091966,-0.07133259291594106,-0.557642982693704,-1.1651529240095377,0.0,1.0,0.0
0.34541796209135806,-1.4969343316333739,-1.1861762662689086,-0.12761855404862307,-0.523543532928745,0.23925165238513316,1.4841104001499692,-0.4539313668886535,-0.8485877895734322,0.41517479571879,0.7264053451866752,-0.020390568741799255,1.7175513506261366,1.5053905461746522,-1.688564446906669,1.2730532371032974,-0.003502881907304725,0.0,0.0,1.0
-0.5350591961807308,-1.5767644429115848,1.6220006470532038,0.2810720719648819,-0.2449957790958154,-1.2784320041342123,0.4690890634787803,-1.3300818087085973,-1.1318904080002257,-0.35019545348779774,1.2167105324312935,1.3948046769401972,1.3426686490560202,-0.8702903464165049,0.6216853129830087,-1.3459018911217515,-1.353060936420007,0.0,1.0,0.0
1.225895120363447,0.8979690067129565,-1.111956948099971,1.0442523290538648,-0.0009158132567271399,0.5485784988431853,-1.0467503548151562,-0.14116689291742152,-0.08161428332395217,1.5864752220159566,1.3402446861533448,1.286553269824838,-0.004506463551390761,-0.1830182759591256,0.14521589033909588,-0.20672011729842332,0.00890298546493833,0.0,0.0,1.0
1.5645401812373274,-0.05999232862557558,0.8729616615092904,0.8675203406866754,-0.24412021256831043,0.8570688233919447,-1.200089169013272,-0.707929476704386,-1.274181981988972,-0.41164183726510656,-1.0360538613308676,0.4790986145899126,-0.049697111446883956,-0.2517751253634058,-1.182213202053363,0.6244439207023241,0.5389234058027755,0.0,1.0,0.0
